gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio,exonic_kb,intronic_kb,intron_fraction
Chst14,ENSMUSG00000074916,2.089,5.0422,2.7265,0.5407,2.09,0.001,0.0005
Ccdc89,ENSMUSG00000044362,2.092,0.3899,1.6316,4.1842,2.093,0.001,0.0005
Rps12,ENSMUSG00000061983,2.092,494.7521,128.909,0.2606,2.027,0.065,0.0311
Mettl26,ENSMUSG00000025731,2.095,51.5717,31.5709,0.6122,1.766,0.329,0.157
Dcxr,ENSMUSG00000039450,2.1,4.6104,3.4698,0.7526,1.144,0.956,0.4552
Avp,ENSMUSG00000037727,2.1,2.2221,0.8381,0.3772,0.577,1.523,0.7252
2310034G01Rik,ENSMUSG00000099655,2.101,4.777,1.004,0.2102,1.373,0.728,0.3465
Lrrc10b,ENSMUSG00000090291,2.102,0.9696,1.5006,1.5477,2.103,0.001,0.0005
Dolk,ENSMUSG00000075419,2.103,9.3421,8.2569,0.8838,2.104,0.001,0.0005
Cdk2ap2,ENSMUSG00000024856,2.107,80.4434,14.5725,0.1812,1.636,0.471,0.2235
Commd5,ENSMUSG00000055041,2.114,0.9551,0.3184,0.3334,1.396,0.718,0.3396
Lypd2,ENSMUSG00000022595,2.12,0.1636,1.5117,9.2391,0.679,1.441,0.6797
Rps11,ENSMUSG00000003429,2.121,1466.7006,171.9739,0.1173,0.865,1.256,0.5922
Ccl4,ENSMUSG00000018930,2.126,1.8641,0.1443,0.0774,0.66,1.466,0.6896
Myadml2,ENSMUSG00000025141,2.127,2.4029,0.2413,0.1004,2.128,0.001,0.0005
Fndc10,ENSMUSG00000074738,2.139,33.031,9.6298,0.2915,2.14,0.001,0.0005
Bex1,ENSMUSG00000050071,2.141,272.3654,43.1417,0.1584,1.186,0.955,0.4461
Omp,ENSMUSG00000074006,2.143,4.5163,4.2236,0.9352,2.144,0.001,0.0005
Gpr150,ENSMUSG00000045509,2.145,14.1484,4.0026,0.2829,2.146,0.001,0.0005
H2ac25,ENSMUSG00000078851,2.145,35.1825,10.7555,0.3057,2.146,0.001,0.0005
Tpm3-rs7,ENSMUSG00000058126,2.146,0.7081,1.0764,1.5202,2.147,0.001,0.0005
Cimap1b,ENSMUSG00000047394,2.157,0.6705,1.2099,1.8045,1.786,0.371,0.172
Btf3l4b,ENSMUSG00000114133,2.16,5.4497,2.7424,0.5032,2.161,0.001,0.0005
Frat2,ENSMUSG00000047604,2.16,48.7152,8.6925,0.1784,2.161,0.001,0.0005
Hoxd1,ENSMUSG00000042448,2.162,5.4646,7.2755,1.3314,1.862,0.3,0.1388
Hcst,ENSMUSG00000064109,2.162,0.2834,0.1223,0.4315,0.722,1.44,0.666
C2cd4d,ENSMUSG00000091648,2.166,2.4362,1.1328,0.465,1.947,0.219,0.1011
Adm,ENSMUSG00000030790,2.169,1.1963,0.1638,0.1369,1.619,0.55,0.2536
Sephs2,ENSMUSG00000049091,2.176,16.7246,7.0441,0.4212,2.177,0.001,0.0005
Twist1,ENSMUSG00000035799,2.183,0.3413,0.274,0.8028,1.628,0.555,0.2542
Zfp580,ENSMUSG00000055633,2.185,78.8612,22.003,0.279,1.258,0.927,0.4243
Depp1,ENSMUSG00000048489,2.185,1.8639,0.3143,0.1686,1.358,0.827,0.3785
Fgfbp3,ENSMUSG00000047632,2.197,2.597,4.8873,1.8819,1.772,0.425,0.1934
Dusp23,ENSMUSG00000026544,2.198,6.2517,4.5256,0.7239,1.41,0.788,0.3585
2200002D01Rik,ENSMUSG00000030587,2.202,2.243,0.4387,0.1956,1.564,0.638,0.2897
Fam174c,ENSMUSG00000035595,2.202,18.1745,8.8537,0.4871,0.678,1.524,0.6921
Ddt,ENSMUSG00000001666,2.208,117.1471,30.2314,0.2581,0.773,1.435,0.6499
Grcc10,ENSMUSG00000072772,2.219,165.1966,41.1428,0.2491,1.988,0.231,0.1041
Ndufa4l2,ENSMUSG00000040280,2.22,0.7793,0.515,0.6609,1.095,1.125,0.5068
Tmsb4x,ENSMUSG00000049775,2.222,7242.7734,1310.5186,0.1809,1.371,0.851,0.383
Enho,ENSMUSG00000028445,2.232,181.8226,35.9157,0.1975,1.269,0.963,0.4315
Pelo,ENSMUSG00000042275,2.234,1.8721,0.4104,0.2192,1.6,0.634,0.2838
Ndufa2,ENSMUSG00000014294,2.235,817.2443,175.3713,0.2146,0.572,1.663,0.7441
Gng13,ENSMUSG00000025739,2.235,9.9487,2.7192,0.2733,0.773,1.462,0.6541
Rps26,ENSMUSG00000025362,2.241,797.005,169.0099,0.2121,1.544,0.697,0.311
Rpl8,ENSMUSG00000003970,2.243,840.8295,159.743,0.19,1.359,0.884,0.3941
Camp,ENSMUSG00000038357,2.243,1.6517,0.5348,0.3238,0.758,1.485,0.6621
Sdf2l1,ENSMUSG00000022769,2.25,16.6415,3.9636,0.2382,1.108,1.142,0.5076
Cxcl10,ENSMUSG00000034855,2.251,18.0069,1.4456,0.0803,2.252,0.001,0.0004
Eif1,ENSMUSG00000035530,2.252,1407.4172,352.1679,0.2502,2.098,0.154,0.0684
Id3,ENSMUSG00000007872,2.258,90.0296,34.2002,0.3799,1.791,0.467,0.2068
Spag8,ENSMUSG00000066196,2.259,0.1077,0.5454,5.0643,1.662,0.597,0.2643
Ddx28,ENSMUSG00000045538,2.261,4.6868,5.4577,1.1645,2.262,0.001,0.0004
Pfdn6,ENSMUSG00000024309,2.264,68.5821,40.1651,0.5856,1.193,1.071,0.4731
Fibin,ENSMUSG00000074971,2.266,2.7717,0.7881,0.2843,2.267,0.001,0.0004
Timm13,ENSMUSG00000020219,2.273,467.549,84.8337,0.1814,1.371,0.902,0.3968
S100a4,ENSMUSG00000001020,2.28,8.8314,0.9989,0.1131,0.584,1.696,0.7439
AI837181,ENSMUSG00000047423,2.289,46.9095,23.8362,0.5081,1.542,0.747,0.3263
Arl4d,ENSMUSG00000034936,2.291,17.4367,3.4505,0.1979,1.382,0.909,0.3968
Fzd9,ENSMUSG00000049551,2.292,0.2963,0.2764,0.9328,2.293,0.001,0.0004
Nhlrc1,ENSMUSG00000044231,2.293,11.8842,5.0346,0.4236,2.294,0.001,0.0004
Smim38,ENSMUSG00000109305,2.298,0.8597,1.5539,1.8076,1.278,1.02,0.4439
Misp3,ENSMUSG00000074217,2.298,6.1695,1.6487,0.2672,1.413,0.885,0.3851
Tmem141,ENSMUSG00000026939,2.303,56.196,12.1887,0.2169,1.122,1.181,0.5128
Zfp593,ENSMUSG00000028840,2.31,22.7265,8.3028,0.3653,2.088,0.222,0.0961
Magee2,ENSMUSG00000031224,2.315,2.8276,2.5724,0.9098,2.316,0.001,0.0004
Smim27,ENSMUSG00000028407,2.315,16.0108,6.516,0.407,1.15,1.165,0.5032
Foxd3,ENSMUSG00000067261,2.323,6.0912,2.8468,0.4674,2.324,0.001,0.0004
Rpl10,ENSMUSG00000008682,2.323,996.5017,157.1578,0.1577,2.053,0.27,0.1162
Apoa1,ENSMUSG00000032083,2.334,0.2858,1.7517,6.1298,1.236,1.098,0.4704
1110065P20Rik,ENSMUSG00000078570,2.339,146.7394,26.634,0.1815,2.069,0.27,0.1154
Dusp2,ENSMUSG00000027368,2.339,0.3176,1.1095,3.4936,2.003,0.336,0.1437
Rnf227,ENSMUSG00000043419,2.34,40.45,10.1781,0.2516,2.081,0.259,0.1107
Riox1,ENSMUSG00000046791,2.343,3.4995,1.9456,0.556,2.344,0.001,0.0004
Triap1,ENSMUSG00000029535,2.344,53.6288,19.3816,0.3614,1.088,1.256,0.5358
Rhob,ENSMUSG00000054364,2.348,128.275,32.4773,0.2532,2.349,0.001,0.0004
Pard6a,ENSMUSG00000005699,2.348,30.8815,13.3637,0.4327,1.582,0.766,0.3262
Rpl36,ENSMUSG00000057863,2.35,901.7532,172.5871,0.1914,0.383,1.967,0.837
2310011J03Rik,ENSMUSG00000020133,2.353,59.232,21.691,0.3662,1.649,0.704,0.2992
Slc50a1,ENSMUSG00000027953,2.355,60.3276,24.9349,0.4133,1.466,0.889,0.3775
Pnma1,ENSMUSG00000054383,2.358,3.2996,1.7432,0.5283,2.359,0.001,0.0004
Phlda1,ENSMUSG00000020205,2.359,52.1123,7.0438,0.1352,2.205,0.154,0.0653
Ciao2b,ENSMUSG00000031879,2.361,170.878,27.8986,0.1633,1.076,1.285,0.5443
Pagr1a,ENSMUSG00000030680,2.362,0.4026,0.181,0.4497,1.43,0.932,0.3946
Gadd45a,ENSMUSG00000036390,2.371,40.8826,6.4978,0.1589,1.764,0.607,0.256
Aspdh,ENSMUSG00000038704,2.372,0.6228,0.2191,0.3517,1.47,0.902,0.3803
Atf4,ENSMUSG00000042406,2.373,149.4434,68.8948,0.461,2.358,0.015,0.0063
Pate13,ENSMUSG00000078934,2.373,0.2396,0.1986,0.829,1.991,0.382,0.161
Tssk4,ENSMUSG00000007591,2.376,0.193,0.1819,0.9428,1.717,0.659,0.2774
Eif3j2,ENSMUSG00000043424,2.378,2.608,1.6948,0.6499,2.379,0.001,0.0004
Arl6ip4,ENSMUSG00000029404,2.393,87.1139,24.0773,0.2764,1.442,0.951,0.3974
Mrps34,ENSMUSG00000038880,2.404,70.0361,34.3273,0.4901,2.064,0.34,0.1414
Fam237b,ENSMUSG00000073234,2.404,2.4349,1.7145,0.7041,1.268,1.136,0.4725
Tmem42,ENSMUSG00000066233,2.404,21.0766,13.0203,0.6178,1.521,0.883,0.3673
Amh,ENSMUSG00000035262,2.405,0.1704,0.1511,0.8865,1.67,0.735,0.3056
Mustn1,ENSMUSG00000042485,2.41,19.2902,4.3096,0.2234,1.236,1.174,0.4871
Slc18a3,ENSMUSG00000100241,2.412,3.6127,0.1812,0.0501,2.413,0.001,0.0004
Ndufb10,ENSMUSG00000040048,2.421,417.7062,139.457,0.3339,1.217,1.204,0.4973
Rpp21,ENSMUSG00000024446,2.424,76.4944,35.7999,0.468,1.218,1.206,0.4975
Ift70a2,ENSMUSG00000075272,2.43,0.1659,0.1834,1.1057,2.431,0.001,0.0004
Tmem147,ENSMUSG00000006315,2.438,153.9591,46.6634,0.3031,1.112,1.326,0.5439
Nr2c2ap,ENSMUSG00000071078,2.443,75.5258,21.2664,0.2816,1.627,0.816,0.334
Vpreb1a,ENSMUSG00000059305,2.445,0.2493,0.2784,1.1168,1.199,1.246,0.5096
Ccr10,ENSMUSG00000044052,2.447,1.4825,0.6344,0.428,1.726,0.721,0.2946
Leng9,ENSMUSG00000043432,2.459,3.1437,49.9226,15.8803,2.46,0.001,0.0004
Aprt,ENSMUSG00000006589,2.464,100.6534,33.192,0.3298,1.615,0.849,0.3446
Nap1l2,ENSMUSG00000082229,2.464,41.4177,20.8432,0.5032,2.465,0.001,0.0004
Apex1,ENSMUSG00000035960,2.465,23.5083,11.012,0.4684,1.422,1.043,0.4231
Gm4787,ENSMUSG00000072974,2.473,0.3635,0.7386,2.0321,2.474,0.001,0.0004
Rex1bd,ENSMUSG00000058833,2.481,353.2545,84.3241,0.2387,1.822,0.659,0.2656
H2ac6,ENSMUSG00000069270,2.481,1.1896,0.2258,0.1898,2.482,0.001,0.0004
Psenen,ENSMUSG00000036835,2.482,145.0915,43.2675,0.2982,1.275,1.207,0.4863
Cox8a,ENSMUSG00000035885,2.482,3620.8903,524.5872,0.1449,0.619,1.863,0.7506
Ctla2a,ENSMUSG00000044258,2.482,3.7399,1.0331,0.2762,2.108,0.374,0.1507
Sdhaf1,ENSMUSG00000074211,2.489,39.5555,17.1036,0.4324,2.49,0.001,0.0004
Mab21l1,ENSMUSG00000056947,2.491,71.4619,12.0821,0.1691,2.492,0.001,0.0004
Cstb,ENSMUSG00000005054,2.492,104.8269,26.5254,0.253,0.603,1.889,0.758
Rtl8c,ENSMUSG00000051851,2.499,52.0459,2.5196,0.0484,0.401,2.098,0.8395
Psmb6,ENSMUSG00000018286,2.501,244.6823,114.4693,0.4678,1.872,0.629,0.2515
Adam4,ENSMUSG00000072972,2.503,0.3427,2.3671,6.9062,2.504,0.001,0.0004
F8a,ENSMUSG00000078317,2.504,38.9517,7.8842,0.2024,2.505,0.001,0.0004
Rac3,ENSMUSG00000018012,2.517,136.2084,36.1517,0.2654,1.293,1.224,0.4863
Smim6,ENSMUSG00000075420,2.517,0.3042,0.4566,1.5012,0.978,1.539,0.6114
B3gnt9,ENSMUSG00000069920,2.519,2.1303,3.8587,1.8114,2.516,0.003,0.0012
Chmp1b,ENSMUSG00000109901,2.523,35.0974,12.2129,0.348,2.524,0.001,0.0004
Saa2,ENSMUSG00000057465,2.523,1.0066,1.027,1.0203,2.518,0.005,0.002
Rpl36a,ENSMUSG00000079435,2.529,523.421,115.5802,0.2208,1.655,0.874,0.3456
Dok1,ENSMUSG00000068335,2.542,6.3312,3.0207,0.4771,1.977,0.565,0.2223
Amigo3,ENSMUSG00000032593,2.542,19.4333,16.8933,0.8693,2.543,0.001,0.0004
BC030500,ENSMUSG00000049946,2.543,1.0038,1.18,1.1755,1.769,0.774,0.3044
Tubb4b,ENSMUSG00000036752,2.544,268.4964,301.3636,1.1224,2.088,0.456,0.1792
Tceal6,ENSMUSG00000031409,2.545,15.6996,5.8183,0.3706,1.114,1.431,0.5623
Mkrn3,ENSMUSG00000070527,2.546,1.5837,2.8989,1.8305,2.547,0.001,0.0004
Tmem179b,ENSMUSG00000118346,2.546,21.5052,8.299,0.3859,0.845,1.701,0.6681
H2bc3,ENSMUSG00000075031,2.546,0.2117,0.2646,1.2502,0.508,2.038,0.8005
Smpd5,ENSMUSG00000071724,2.548,5.2822,3.1071,0.5882,2.149,0.399,0.1566
Dnd1,ENSMUSG00000044595,2.575,0.9934,0.2335,0.2351,2.412,0.163,0.0633
1110032F04Rik,ENSMUSG00000046999,2.577,27.971,19.5198,0.6979,2.578,0.001,0.0004
Endog,ENSMUSG00000015337,2.577,25.2206,12.1927,0.4834,1.063,1.514,0.5875
Nrarp,ENSMUSG00000078202,2.581,10.8917,3.3517,0.3077,2.582,0.001,0.0004
B630019K06Rik,ENSMUSG00000052364,2.582,110.5269,13.8048,0.1249,2.583,0.001,0.0004
Ccdc166,ENSMUSG00000098176,2.583,6.1053,2.0579,0.3371,2.584,0.001,0.0004
Klhdc9,ENSMUSG00000045259,2.584,1.6473,1.842,1.1182,1.558,1.026,0.3971
Hint2,ENSMUSG00000028470,2.585,80.0436,23.9043,0.2986,1.54,1.045,0.4043
Foxd2,ENSMUSG00000055210,2.591,0.2577,2.5842,10.0266,2.592,0.001,0.0004
Rpl7a,ENSMUSG00000062647,2.591,429.1464,65.9775,0.1537,1.781,0.81,0.3126
Hsd17b10,ENSMUSG00000025260,2.597,52.558,14.9982,0.2854,1.298,1.299,0.5002
Rps16,ENSMUSG00000037563,2.598,744.8267,117.7735,0.1581,1.266,1.332,0.5127
Tnni2,ENSMUSG00000031097,2.602,0.1654,0.5092,3.0786,1.497,1.105,0.4247
C1ql2,ENSMUSG00000036907,2.603,30.5062,5.2754,0.1729,1.999,0.604,0.232
Cd248,ENSMUSG00000056481,2.604,0.7507,1.8524,2.4675,2.605,0.001,0.0004
Khdc3,ENSMUSG00000092622,2.606,0.2906,0.6175,2.1254,2.05,0.556,0.2134
Rps17,ENSMUSG00000061787,2.608,377.484,72.938,0.1932,1.274,1.334,0.5115
Oaz1,ENSMUSG00000035242,2.608,1465.7863,293.7543,0.2004,2.532,0.076,0.0291
Tmub1,ENSMUSG00000028958,2.609,29.1798,10.6843,0.3662,1.895,0.714,0.2737
Mgat2,ENSMUSG00000043998,2.613,39.0992,11.4748,0.2935,2.614,0.001,0.0004
Il23a,ENSMUSG00000025383,2.613,0.4661,0.3003,0.6443,2.247,0.366,0.1401
Frat1,ENSMUSG00000067199,2.613,10.2456,5.6448,0.5509,2.614,0.001,0.0004
Mrps12,ENSMUSG00000045948,2.614,160.5383,55.4474,0.3454,1.04,1.574,0.6021
H2az1,ENSMUSG00000037894,2.618,528.8947,89.4543,0.1691,1.776,0.842,0.3216
H2bc21,ENSMUSG00000068854,2.619,3.2562,1.6321,0.5012,2.62,0.001,0.0004
Mc3r,ENSMUSG00000038537,2.622,0.801,0.2916,0.3641,2.623,0.001,0.0004
Cbr2,ENSMUSG00000025150,2.628,0.1124,0.5864,5.2185,1.327,1.301,0.4951
Mdp1,ENSMUSG00000002329,2.629,47.5512,13.4633,0.2831,2.032,0.597,0.2271
S100g,ENSMUSG00000040808,2.629,0.4934,0.1931,0.3913,0.48,2.149,0.8174
Rpp25l,ENSMUSG00000036114,2.63,19.2601,7.0192,0.3644,0.856,1.774,0.6745
Saa1,ENSMUSG00000074115,2.631,1.5866,0.1406,0.0886,2.478,0.153,0.0582
Praf2,ENSMUSG00000031149,2.632,124.6894,42.0081,0.3369,1.339,1.293,0.4913
Rnf5,ENSMUSG00000015478,2.633,112.7783,18.326,0.1625,1.483,1.15,0.4368
Cebpa,ENSMUSG00000034957,2.635,1.0052,1.9241,1.9142,2.636,0.001,0.0004
Tnfrsf13c,ENSMUSG00000068105,2.636,0.5244,0.3525,0.6722,2.048,0.588,0.2231
Gja4,ENSMUSG00000050234,2.637,0.3916,0.1245,0.3178,1.685,0.952,0.361
Bex2,ENSMUSG00000042750,2.642,781.1491,247.6696,0.3171,0.903,1.739,0.6582
AI467606,ENSMUSG00000045165,2.646,0.1593,1.5296,9.6019,1.932,0.714,0.2698
Rasl11a,ENSMUSG00000029641,2.656,8.2808,1.3215,0.1596,1.202,1.454,0.5474
Insm2,ENSMUSG00000045440,2.659,10.8805,3.4677,0.3187,2.66,0.001,0.0004
H2aj,ENSMUSG00000060032,2.659,182.2819,45.4353,0.2493,1.831,0.828,0.3114
Ltb4r1,ENSMUSG00000046908,2.659,0.1802,0.4,2.2202,1.394,1.265,0.4757
C030006K11Rik,ENSMUSG00000116138,2.66,14.364,6.5608,0.4568,2.381,0.279,0.1049
Spryd4,ENSMUSG00000051346,2.662,6.805,2.9242,0.4297,1.583,1.079,0.4053
Gstp1,ENSMUSG00000060803,2.663,139.1077,76.7917,0.552,1.548,1.115,0.4187
Ooep,ENSMUSG00000032346,2.664,1.9874,1.9723,0.9924,2.138,0.526,0.1974
Hps6,ENSMUSG00000074811,2.665,4.4561,6.8896,1.5461,2.666,0.001,0.0004
Rpl23a,ENSMUSG00000058546,2.672,371.8537,40.1628,0.108,0.847,1.825,0.683
Tmem81,ENSMUSG00000048174,2.674,1.6404,0.4547,0.2772,2.018,0.656,0.2453
Hnrnpa0,ENSMUSG00000007836,2.677,110.5346,58.8178,0.5321,2.678,0.001,0.0004
Ier5l,ENSMUSG00000089762,2.682,10.3531,8.6862,0.839,2.683,0.001,0.0004
Mrpl53,ENSMUSG00000030037,2.685,3.2396,2.5857,0.7982,0.79,1.895,0.7058
Uqcr10,ENSMUSG00000059534,2.685,1144.5777,180.8264,0.158,0.584,2.101,0.7825
Rps13,ENSMUSG00000090862,2.69,423.8802,83.1886,0.1963,2.691,0.001,0.0004
Nnat,ENSMUSG00000067786,2.694,201.4432,144.1659,0.7157,1.829,0.865,0.3211
Zfp414,ENSMUSG00000073423,2.696,33.857,6.4213,0.1897,2.319,0.377,0.1398
Mrfap1,ENSMUSG00000055302,2.697,450.7415,86.4031,0.1917,1.648,1.049,0.389
Rangrf,ENSMUSG00000032892,2.701,12.6883,3.7174,0.293,1.269,1.432,0.5302
Mab21l2,ENSMUSG00000057777,2.702,34.7921,17.8764,0.5138,2.703,0.001,0.0004
Mdk,ENSMUSG00000027239,2.703,8.9989,9.7579,1.0843,1.324,1.379,0.5102
Egfl8,ENSMUSG00000015467,2.707,4.2319,4.1367,0.9775,1.761,0.946,0.3495
Irs3,ENSMUSG00000047182,2.707,0.807,1.327,1.6444,2.338,0.369,0.1363
Mesp2,ENSMUSG00000030543,2.712,0.5306,0.1064,0.2006,1.944,0.768,0.2832
Psmb10,ENSMUSG00000031897,2.715,73.6876,37.2946,0.5061,1.705,1.01,0.372
Dxo,ENSMUSG00000040482,2.715,7.0454,4.748,0.6739,1.961,0.754,0.2777
Scx,ENSMUSG00000034161,2.718,27.4884,6.9737,0.2537,2.007,0.711,0.2616
Lrg1,ENSMUSG00000037095,2.718,0.1326,0.8993,6.7822,1.408,1.31,0.482
Cd7,ENSMUSG00000025163,2.719,0.1939,0.908,4.6828,1.133,1.586,0.5833
Foxc2,ENSMUSG00000046714,2.724,0.1514,0.6261,4.1357,2.725,0.001,0.0004
Lin7b,ENSMUSG00000003872,2.724,25.2641,13.9759,0.5532,1.463,1.261,0.4629
Sft2d3,ENSMUSG00000044982,2.726,8.2605,20.0357,2.4255,2.727,0.001,0.0004
Irf2bp1,ENSMUSG00000044030,2.733,23.7853,13.7915,0.5798,2.734,0.001,0.0004
Hoxa1,ENSMUSG00000029844,2.734,2.4001,0.7315,0.3048,2.251,0.483,0.1767
Ccdc121,ENSMUSG00000029138,2.736,0.7053,1.1997,1.7011,2.737,0.001,0.0004
Ift70b,ENSMUSG00000075273,2.736,5.6882,2.1249,0.3736,2.737,0.001,0.0004
Cdkn1c,ENSMUSG00000037664,2.737,1.3124,1.2004,0.9147,2.039,0.698,0.255
Mafa,ENSMUSG00000047591,2.738,1.5203,2.1298,1.4009,2.739,0.001,0.0004
Wdr5b,ENSMUSG00000034379,2.738,1.9608,1.6807,0.8572,2.739,0.001,0.0004
Arl16,ENSMUSG00000057594,2.741,37.4599,22.5014,0.6007,2.742,0.001,0.0004
Hyi,ENSMUSG00000006395,2.754,174.8078,66.7124,0.3816,2.209,0.545,0.1979
Gm29797,ENSMUSG00000108976,2.757,0.155,0.8247,5.3198,0.755,2.002,0.7262
Fkbp2,ENSMUSG00000056629,2.762,303.4596,105.0748,0.3463,1.64,1.122,0.4062
Msc,ENSMUSG00000025930,2.763,9.5117,5.5188,0.5802,2.546,0.217,0.0785
Tmsb15b2,ENSMUSG00000089996,2.768,8.8491,7.9655,0.9001,0.45,2.318,0.8374
Tektip1,ENSMUSG00000020234,2.773,0.2691,1.8047,6.7053,1.751,1.022,0.3686
Micos13,ENSMUSG00000049760,2.774,196.326,49.9406,0.2544,1.169,1.605,0.5786
Klf2,ENSMUSG00000055148,2.776,19.2814,2.8143,0.146,1.847,0.929,0.3347
Tnfrsf4,ENSMUSG00000029075,2.776,0.6865,0.9729,1.4173,1.365,1.411,0.5083
Sprr1a,ENSMUSG00000050359,2.784,69.3299,0.7607,0.011,0.806,1.978,0.7105
Hoxb5,ENSMUSG00000038700,2.785,528.8481,135.7733,0.2567,2.786,0.001,0.0004
Prr19,ENSMUSG00000058741,2.796,0.1128,0.2594,2.2995,1.24,1.556,0.5565
Atp6v1f,ENSMUSG00000004285,2.796,649.9009,156.5607,0.2409,1.063,1.733,0.6198
Cdk5r2,ENSMUSG00000090071,2.798,149.7972,74.3294,0.4962,2.799,0.001,0.0004
Pcdhb15,ENSMUSG00000047033,2.8,0.306,0.8971,2.932,2.801,0.001,0.0004
Mc4r,ENSMUSG00000047259,2.802,1.4114,0.3727,0.2641,2.803,0.001,0.0004
Hspa1b,ENSMUSG00000090877,2.802,13.3426,2.1289,0.1596,2.803,0.001,0.0004
Tnnc2,ENSMUSG00000017300,2.812,0.1389,1.0329,7.4387,0.8,2.012,0.7155
Pcdhb2,ENSMUSG00000051599,2.812,0.1878,1.2693,6.759,2.813,0.001,0.0004
Zfp768,ENSMUSG00000047371,2.814,4.8401,5.46,1.1281,2.522,0.292,0.1038
Antkmt,ENSMUSG00000057411,2.821,25.179,10.748,0.4269,2.279,0.542,0.1921
Tmem185b,ENSMUSG00000098923,2.823,9.5429,4.5502,0.4768,2.824,0.001,0.0004
Cited2,ENSMUSG00000039910,2.826,46.7612,12.8785,0.2754,2.457,0.369,0.1306
Otud1,ENSMUSG00000043415,2.831,7.8301,1.9621,0.2506,2.832,0.001,0.0004
0610010K14Rik,ENSMUSG00000020831,2.832,23.5363,5.4288,0.2307,1.896,0.936,0.3305
Rhbdl1,ENSMUSG00000025735,2.832,2.7946,0.5226,0.187,1.723,1.109,0.3916
Cenpx,ENSMUSG00000025144,2.833,40.7692,7.0557,0.1731,1.077,1.756,0.6198
Nap1l3,ENSMUSG00000055733,2.836,60.001,29.1157,0.4853,2.837,0.001,0.0004
Igip,ENSMUSG00000110185,2.838,86.3185,80.3003,0.9303,2.839,0.001,0.0004
Pcdhb10,ENSMUSG00000045657,2.85,0.5892,0.5232,0.888,2.851,0.001,0.0004
Nmb,ENSMUSG00000025723,2.854,64.4687,42.9602,0.6664,0.793,2.061,0.7221
Gpihbp1,ENSMUSG00000022579,2.857,0.4984,0.7013,1.4071,2.554,0.303,0.1061
Plpp6,ENSMUSG00000040105,2.858,11.0083,6.2158,0.5647,2.859,0.001,0.0003
Tlx3,ENSMUSG00000040610,2.861,115.9372,79.5093,0.6858,1.533,1.328,0.4642
Pcbp1,ENSMUSG00000051695,2.862,165.7096,56.3075,0.3398,1.83,1.032,0.3606
Crip3,ENSMUSG00000023968,2.862,1.3853,0.9685,0.6991,1.52,1.342,0.4689
H4c16,ENSMUSG00000096010,2.862,1.6673,0.1514,0.0908,2.863,0.001,0.0003
Rpl10a,ENSMUSG00000037805,2.864,565.0913,61.645,0.1091,2.431,0.433,0.1512
Selenom,ENSMUSG00000075702,2.867,391.2957,111.6812,0.2854,1.481,1.386,0.4834
Gstm5,ENSMUSG00000004032,2.868,105.629,52.454,0.4966,1.278,1.59,0.5544
Loricrin,ENSMUSG00000043165,2.871,6.4871,2.2017,0.3394,1.779,1.092,0.3804
Tmsb15b1,ENSMUSG00000089768,2.872,18.3106,0.9782,0.0534,0.439,2.433,0.8471
Tmed1,ENSMUSG00000032180,2.875,16.2764,8.0273,0.4932,1.519,1.356,0.4717
Uba52,ENSMUSG00000090137,2.879,184.6063,89.6712,0.4857,1.498,1.381,0.4797
Ovca2,ENSMUSG00000038268,2.893,3.7231,3.1683,0.851,2.67,0.223,0.0771
Ndufb11,ENSMUSG00000031059,2.894,335.9461,84.3428,0.2511,0.908,1.986,0.6862
Hes6,ENSMUSG00000067071,2.899,25.2556,10.5151,0.4163,1.808,1.091,0.3763
Alkbh7,ENSMUSG00000002661,2.902,28.0452,8.6814,0.3095,1.029,1.873,0.6454
Dalrd3,ENSMUSG00000019039,2.905,26.6822,59.326,2.2234,2.458,0.447,0.1539
Rnf223,ENSMUSG00000110404,2.907,0.3464,0.1501,0.4333,2.908,0.001,0.0003
Dnph1,ENSMUSG00000040658,2.916,5.2179,3.0048,0.5759,1.19,1.726,0.5919
Isyna1,ENSMUSG00000019139,2.917,10.3676,6.1663,0.5948,2.436,0.481,0.1649
Pou4f3,ENSMUSG00000024497,2.921,10.7208,5.6726,0.5291,2.399,0.522,0.1787
1700003F12Rik,ENSMUSG00000038523,2.923,0.6282,5.8377,9.2923,0.976,1.947,0.6661
Rpl13,ENSMUSG00000000740,2.923,1487.5678,242.6981,0.1632,2.595,0.328,0.1122
Tomm5,ENSMUSG00000078713,2.923,388.4737,81.1082,0.2088,0.868,2.055,0.703
Mageh1,ENSMUSG00000047238,2.934,27.7731,8.8659,0.3192,1.41,1.524,0.5194
Pgp,ENSMUSG00000043445,2.937,151.1724,88.4475,0.5851,2.719,0.218,0.0742
C1qa,ENSMUSG00000036887,2.938,2.5291,2.3957,0.9473,1.04,1.898,0.646
Cks1b,ENSMUSG00000028044,2.946,13.3577,2.6217,0.1963,1.126,1.82,0.6178
Rab42,ENSMUSG00000089687,2.946,1.448,2.7476,1.8975,0.761,2.185,0.7417
Banf1,ENSMUSG00000024844,2.954,157.8019,37.453,0.2373,1.496,1.458,0.4936
Usp51,ENSMUSG00000067215,2.954,0.5895,1.1356,1.9264,2.204,0.75,0.2539
Gas1,ENSMUSG00000052957,2.96,2.8261,0.8425,0.2981,2.961,0.001,0.0003
