gene,log2_neuron_over_glia
Abl2,0.394
Tor3a,-1.737
Fam20b,-0.169
Ralgps2,0.763
Angptl1,-4.813
4930439D14Rik,0.462
Gm28694,0.0
Tex35,-0.502
Rasal2,-0.702
Cryzl2,-1.944
Gm15486,0.0
Sec16b,-1.442
Brinp2,1.666
Astn1,1.969
Gm37679,-0.169
Pappa2,0.102
1600012P17Rik,0.0
4930562F17Rik,0.0
Cop1,-0.228
Tnr,1.445
Gm10530,0.021
Gm38039,0.161
Gm37294,0.0
4930523C07Rik,-4.403
4930562F07Rik,0.021
Tnn,-0.072
Mrps14,-0.218
Cacybp,0.563
Rabgap1l,1.065
Gm36975,0.091
Gm37529,1.186
Gpr52,0.0
Gm37328,-0.5
Gm37083,0.0
Gm38060,0.0
Rc3h1,0.452
Serpinc1,-0.541
Zbtb37,-0.588
Gm37362,-0.061
Gas5,-0.049
Dars2,0.04
Gm37634,-0.86
Cenpl,-1.28
Klhl20,0.31
Ankrd45,1.881
Tex50,0.0
Prdx6,-0.973
Tnfsf4,-0.437
Tnfsf18,-0.229
Fasl,0.0
Suco,-0.265
Gm31925,0.0
4930558K02Rik,-0.351
Pigc,-0.417
Gm38304,0.0
Dnm3,1.083
2810442N19Rik,-0.769
Dnm3os,-3.795
Eef1aknmt,0.189
Vamp4,0.5
Myoc,-0.95
Myocos,0.226
Prrc2c,-0.399
Fmo4,-2.794
Fmo1,-4.861
Fmo2,-3.066
Fmo6,0.0
Fmo3,-0.079
Gm37273,0.0
Mroh9,0.0
Prrx1,-5.184
Gm20471,0.0
Gorab,-0.519
Gm29500,0.0
Mettl11b,0.0
Kifap3,1.352
Scyl3,-0.141
BC055324,-1.3
Mettl18,-0.108
Sele,-2.419
Sell,-2.245
Selp,-1.717
Gm16587,-0.109
Gm16548,0.0
F5,-1.105
Slc19a2,0.06
Ccdc181,0.462
Blzf1,-0.298
Nme7,-0.142
Atp1b1,1.967
Gm32391,0.055
Gm26685,-0.13
Gm37754,0.02
Gm37853,0.0
Gm37184,0.0
Gm36945,0.0
Dpt,-4.688
Gm32569,0.096
Gm20743,1.399
Xcl1,-0.804
1700029M03Rik,0.0
4930568G15Rik,1.692
Tbx19,-0.043
Sft2d2,-2.033
Tiprl,0.108
Gm38190,-0.17
Gpr161,-0.105
Dcaf6,0.197
Gm37864,0.065
Mpc2,0.174
Adcy10,0.091
Gm38325,0.0
Mpzl1,-0.566
Rcsd1,-3.705
Gm37073,0.0
Creg1,-1.355
Gm36972,0.0
Gm16565,-0.43
Cd247,-2.127
Gm37469,0.0
Pou2f1,-0.214
Gm26665,0.0
Gm37923,0.0
Dusp27,-0.361
Gpa33,0.321
Mael,0.0
Ildr2,-1.99
5330438I03Rik,0.0
Gm15853,-0.11
Tada1,0.064
Pogk,0.096
Gm4846,0.0
Gm4847,0.0
Fmo9,0.0
Gm16701,1.413
Fam78b,0.531
Uck2,0.755
Gm37982,0.0
Gm2453,0.189
Tmco1,-0.38
Aldh9a1,-0.58
Mgst3,0.838
Lrrc52,-0.104
Rxrg,-3.621
Lmx1a,-0.284
Gm20711,0.372
Pbx1,0.003
Gm37839,0.0
Nuf2,-2.964
Rgs5,-2.981
Rgs4,1.397
Ccdc190,-1.112
Gm15852,-0.527
Hsd17b7,0.532
3110045C21Rik,0.081
Ddr2,-3.43
Uap1,0.194
Gm37748,-0.02
Gm37502,0.0
Uhmk1,0.937
4930500M09Rik,-0.655
Sh2d1b2,0.0
Sh2d1b1,-2.738
Gm7694,-0.596
Nos1ap,0.187
Spata46,0.003
Olfml2b,-2.841
Atf6,-0.234
Gm9929,-0.373
Dusp12,-0.165
Gm26620,-0.148
Fcrlb,0.268
Fcrla,-0.811
Fcgr2b,-4.842
Gm38204,0.0
Gm10522,0.0
Fcgr4,-2.475
Fcgr3,-5.3
Cfap126,-0.189
Sdhc,0.078
Mpz,-4.982
Pcp4l1,-1.452
Nr1i3,-0.017
Tomm40l,0.471
Apoa2,1.584
Fcer1g,-5.286
Ndufs2,0.24
Adamts4,-4.411
B4galt3,0.064
Ppox,-0.924
Usp21,-0.524
Ufc1,0.152
Gm20045,-0.246
Dedd,0.039
Nit1,-0.125
Pfdn2,0.563
Klhdc9,0.934
Nectin4,-0.058
Arhgap30,-4.233
Usf1,-0.398
Tstd1,-0.465
F11r,-4.799
B930036N10Rik,-0.999
Alyref2,-0.431
Itln1,-0.271
Cd244a,-1.412
Ly9,-2.665
Slamf7,-1.746
Gm37787,0.0
A630035G10Rik,-0.315
Cd48,-4.708
Slamf1,-0.37
Cd84,-4.366
Gm10521,-0.094
Gm37065,-0.415
Slamf6,-2.105
Vangl2,-0.987
Nhlh1,0.0
Ncstn,-0.751
Copa,-0.279
Gm37756,-0.322
Pex19,-0.003
Dcaf8,-0.393
Pea15a,-0.841
Casq1,-1.615
Gm17224,-0.488
Atp1a4,-1.229
Gm37950,0.0
Igsf8,-0.023
Atp1a2,-4.571
Kcnj9,1.503
Gm36937,0.0
Kcnj10,-4.218
Pigm,-0.187
Slamf9,-2.522
Igsf9,-0.178
Tagln2,0.655
Cfap45,-0.598
4933439K11Rik,1.053
Vsig8,0.766
Slamf8,-1.478
Fcrl6,0.776
Dusp23,-0.487
Crp,0.0
Apcs,0.0
Olfr16,0.0
Olfr1408,0.0
Olfr1406,0.0
Olfr218,0.0
Olfr1404,0.0
Fcer1a,0.0
Olfr418,0.0
Mptx2,0.0
Ackr1,1.825
Cadm3,1.37
Aim2,-2.076
Ifi206,-0.888
Ifi214,-0.715
Ifi213,-0.855
Ifi209,-1.737
Ifi208,-0.792
Ifi207,-4.862
Ifi204,-3.545
Mndal,-2.992
Ifi211,-3.355
Ifi203,-2.275
Ifi202b,-3.402
Ifi205,-1.945
Olfr433,-0.17
Olfr432,0.0
Olfr430,0.0
Olfr429,0.0
Olfr427,0.0
Olfr231,0.0
Olfr424,0.0
Olfr420,0.0
Spta1,-0.092
Olfr419,0.0
Mptx1,0.0
Olfr417,0.0
Olfr248,0.0
Olfr414,0.0
Olfr220,0.0
Fmn2,1.355
Grem2,0.564
Rgs7,1.954
Gm36307,0.0
Fh1,0.263
Kmo,-1.073
Opn3,-0.198
Chml,0.96
Wdr64,0.0
Exo1,-2.178
Gm38100,-0.066
Pld5,2.115
Rbm8a2,0.192
Gm38101,1.26
Gm36536,0.223
Cep170,0.5
Gm36992,0.0
Sdccag8,0.072
Gm15423,0.0
Akt3,0.812
Gm26801,0.43
Zbtb18,0.539
Gm29856,0.0
Gm37306,0.0
Gm37280,0.0
2310043L19Rik,0.0
1700016C15Rik,0.0
Adss,0.424
Catspere1,0.0
Catspere2,-0.92
Desi2,-1.175
4930527J03Rik,0.0
B230369F24Rik,0.539
Cox20,-0.101
Hnrnpu,-0.502
Efcab2,0.33
Kif26b,1.378
Gm16564,0.338
Smyd3,0.933
Tfb2m,0.061
Cnst,1.288
Sccpdh,0.459
Kif28,0.029
Ahctf1,-0.654
Gm10518,0.215
Cdc42bpa,0.261
Coq8a,-0.233
Gm37336,0.387
Psen2,0.52
Gm31728,0.447
Itpkb,-1.793
Stum,-0.32
Gm37267,0.0
Parp1,0.329
Lin9,-1.235
Mixl1,-0.019
Acbd3,0.004
Gm37768,-0.253
Gm38293,0.106
H3f3a,-0.526
H3f3aos,0.079
Sde2,-0.676
Lefty2,-0.103
Pycr2,-0.34
Lefty1,-4.45
Tmem63a,-4.629
2210411M09Rik,-0.106
Ephx1,0.052
9130409I23Rik,0.0
Gm37406,0.0
Nvl,-0.11
Cnih4,-1.208
Wdr26,-0.011
A430110L20Rik,-0.315
Cnih3,0.669
Ccdc121,0.0
Dnah14,-0.198
Lbr,-1.882
Gm5533,-0.177
Enah,1.374
Srp9,-0.226
Vmn1r1,0.0
Degs1,-0.305
1700047M11Rik,-3.823
Fbxo28,0.376
Trp53bp2,-0.326
Capn2,-0.07
Gm37885,-0.295
Capn8,0.0
Gm37218,0.009
Ccdc185,0.0
Susd4,1.693
Tlr5,-0.988
Gm38079,-0.476
Disp1,-0.836
Brox,0.584
Aida,0.511
Mia3,0.219
Taf1a,-0.697
Gm37986,0.218
Hhipl2,-0.422
Gm37214,-0.071
Gm33973,0.091
Gm34068,0.0
Gm38108,0.0
Dusp10,-0.751
1700056E22Rik,-0.681
Gm37223,0.0
Gm37712,0.0
1700112H15Rik,0.0
Gm37800,-0.923
4930488B22Rik,0.0
Hlx,-4.307
Gm34342,-3.298
Marc1,-0.59
Marc2,-1.22
C130074G19Rik,-4.533
Mark1,1.09
Gm38251,-0.039
Gm34732,0.0
4930433J02Rik,0.0
Gm37662,-0.701
Rab3gap2,0.513
Gm34882,0.0
Iars2,-0.041
2010103J01Rik,0.0
Bpnt1,1.137
4930532G15Rik,-1.01
Eprs,-0.089
9630028B13Rik,-0.282
Gm2061,0.355
Slc30a10,0.262
Gm38093,0.0
Lyplal1,0.323
Gm37134,0.0
A730004F24Rik,0.0
Tgfb2,-2.648
Gm29491,0.0
Rrp15,-1.024
A430105J06Rik,0.128
1700023G09Rik,0.0
Gm37912,0.0
D1Pas1,0.112
Spata17,-0.425
Gm15509,0.0
1700007P06Rik,0.0
Gpatch2,-0.511
Gm38155,0.0
Gm37896,0.0
Esrrg,1.627
Gm36388,0.533
9330162B11Rik,0.0
Gm38064,0.0
Ush2a,0.0
Kctd3,0.293
Kcnk2,0.044
2900042K21Rik,0.02
A430027H14Rik,0.854
Cenpf,-2.286
Ptpn14,-4.218
Gm26574,0.0
Gm37422,-0.714
Smyd2,0.684
Prox1,0.271
Gm28172,-0.093
Prox1os,0.312
Gm29678,0.0
Gm30725,0.0
Gm30932,0.0
Rps6kc1,0.254
Angel2,-0.648
Vash2,0.225
Gm31373,0.034
Flvcr1,0.31
A230020J21Rik,-0.362
Spata45,0.134
Tatdn3,-0.253
Nsl1,-1.985
Gm38188,0.0
Batf3,-2.743
Gm38161,0.0
Fam71a,-3.154
Atf3,-3.942
D730003I15Rik,-0.275
Gm37168,0.143
Nenf,0.319
Pacc1,0.007
Ppp2r5a,-1.326
Gm32200,0.0
Gm37432,0.0
Dtl,-3.217
Ints7,-0.043
Lpgat1,1.051
Gm38037,-2.036
Nek2,-3.103
1700034H15Rik,0.146
Slc30a1,-0.867
Rd3,-0.568
Gm26670,-0.564
Traf5,-3.134
Gm26879,-0.022
Rcor3,-0.068
Gm10516,1.136
Kcnh1,1.855
Hhat,-0.879
1700065J18Rik,0.0
Sertad4,0.214
Gm15867,-1.204
Syt14,1.838
Gm31406,0.0
Utp25,0.424
Irf6,0.057
A130010J15Rik,0.055
Traf3ip3,-0.078
Gm15872,-0.117
4930570N18Rik,0.0
Lamb3,-0.588
Hsd11b1,-1.318
G0s2,-2.12
Gm37650,0.0
Camk1g,1.412
Mir205hg,0.0
4930503O07Rik,0.0
Plxna2,-0.179
Cd34,-4.772
Gm16897,0.803
A330023F24Rik,1.031
Gm32250,-0.149
Gm37027,0.283
Cd46,0.349
Cr1l,-0.986
Cr2,-1.18
Fam171a1,0.537
Nmt2,0.441
Rpp38,-0.219
Acbd7,1.785
Olah,0.057
Gm37525,0.0
Meig1,-0.331
Dclre1c,-0.793
Suv39h2,0.114
Gm13184,0.0
Hspa14,-0.727
Gm45902,-0.422
Cdnf,0.309
Fam107b,-0.861
Gm13185,0.0
Gm13180,0.0
Gm13191,0.0
Frmd4a,0.338
Gm10862,2.359
Gm38085,1.898
1700080N15Rik,0.358
Gm13189,0.031
Gm37814,1.768
Gm37107,2.096
Gm38348,1.028
Gm13187,-1.452
Gm36988,-1.339
Gm13175,0.0
Gm13179,-0.015
Prpf18,0.361
Bend7,0.534
Sephs1,-0.421
Phyh,0.482
Ucma,-0.074
Mcm10,-2.243
Optn,0.091
4930551O13Rik,0.0
Ccdc3,-4.726
Camk1d,0.808
Cdc123,0.189
Nudt5,-0.022
Gm13199,0.005
Sec61a2,0.506
Gm13267,0.0
Dhtkd1,-0.182
Upf2,-0.994
Proser2,-0.015
Gm10857,0.0
Echdc3,-0.918
A230108P19Rik,0.0
Gm13383,-0.492
AL845275.1,0.0
Usp6nl,-0.314
Gm13388,0.0
Gm13391,-0.724
Celf2,-3.655
Gm13389,-0.205
Gm10855,-1.409
Gm10115,-4.387
Gm28641,0.0
Gm13211,0.0
1700061F12Rik,0.0
Gm13219,0.0
Gm13218,0.0
Gata3,1.81
Gm13256,0.282
4930412O13Rik,0.225
9230102O04Rik,1.515
Gm13262,0.0
Taf3,-0.616
Atp5c1,0.242
Kin,-0.28
Itih2,-1.215
Itih5,-3.242
Gm13261,-0.188
Sfmbt2,-1.041
Gm13264,0.0
Prkcq,-3.882
Gm38171,0.0
8030442B05Rik,0.0
Gm13293,0.067
Gm13291,0.0
Pfkfb3,0.372
Gm10851,0.0
Rbm17,-0.016
Gm17490,0.0
Il2ra,-2.075
Il15ra,-0.724
Fbh1,-0.188
Ankrd16,-0.332
Itga8,-3.171
E030013I19Rik,-0.105
Mindy3,0.19
Gm37565,0.0
Pter,-4.481
C1ql3,-2.56
Rsu1,-1.257
Gm13270,-1.097
Cubn,-2.004
Trdmt1,-0.83
Vim,-2.62
St8sia6,0.072
Gm37126,0.0
Hacd1,0.306
Stamos,-0.569
Stam,0.349
Tmem236,0.921
Mrc1,-5.122
Slc39a12,-0.039
Gm13266,0.0
Cacnb2,-0.083
Gm10848,0.057
Gm13269,0.214
Nsun6,-0.416
Arl5b,-0.935
Malrd1,0.114
Plxdc2,-2.946
Gm13322,0.0
Nebl,-1.472
Gm13324,0.0
H2al2a,0.17
A930004D18Rik,-0.753
Gm13330,0.0
Skida1,-0.76
1810059C17Rik,-0.544
Mllt10,-0.409
Dnajc1,-2.37
Commd3,0.234
Bmi1,-0.369
Spag6,0.192
Gm20539,0.101
Carlr,0.731
Pip4k2a,-0.207
4930426L09Rik,-0.457
Armc3,-1.173
4930447M23Rik,0.284
Msrb2,0.759
Gm33940,1.427
Gm13344,0.0
Ptf1aos,0.0
Ptf1a,0.143
1810010K12Rik,0.0
4921504E06Rik,0.0
Gm13348,0.0
Otud1,-2.603
Gm13346,0.0
Etl4,-0.077
Gm17171,0.0
Gm13335,0.0
Gm13362,0.0
Arhgap21,0.396
Gm13380,0.155
Gm13375,0.136
Gm13376,-0.076
Enkur,-0.42
Thnsl1,0.925
Gm13327,0.0
Gpr158,1.994
Myo3a,0.0
Gad2,1.127
1700092C17Rik,0.0
Apbb1ip,-4.12
Pdss1,0.489
Abi1,-0.202
Acbd5,0.347
Mastl,-0.713
Yme1l1,-0.041
4931423N10Rik,0.624
Nxph2,0.18
Spopl,-0.035
Hnmt,0.53
Tbpl2,0.0
Il1f8,0.0
Il1f9,0.133
Il1f6,0.0
Il1f5,0.0
Il1f10,0.0
Gm13411,0.0
Il1rn,-1.473
Psd4,-1.536
Pax8,0.0
Gm13415,0.0
Gm13417,0.0
Cacna1b,1.986
Ehmt1,-0.358
Arrdc1,0.285
Zmynd19,0.663
Dph7,0.118
Mrpl41,0.567
Pnpla7,-1.217
Nsmf,-0.01
Entpd8,-0.157
Noxa1,-0.461
Gm13387,-0.695
Nrarp,-3.881
Gm38287,-0.97
Tor4a,-2.655
Nelfb,-0.167
Stpg3,-0.65
Fam166a,0.422
Tubb4b,0.383
Slc34a3,0.0
Rnf224,0.0
Cysrt1,0.364
Rnf208,1.848
Ndor1,0.072
Tmem203,-0.878
Tprn,-0.075
Ssna1,0.376
Anapc2,0.219
Tmem210,0.0
Lrrc26,-0.117
Grin1,1.632
Grin1os,0.021
Man1b1,-0.279
Dpp7,-0.803
Uap1l1,-1.882
Sapcd2,-2.76
Entpd2,-5.174
Npdc1,0.566
Fut7,-0.406
Abca2,0.594
Paxx,0.435
Clic3,0.024
Ptgds,-0.041
Lcn12,0.0
C8g,0.108
Fbxw5,0.195
Traf2,-1.374
Edf1,0.313
Mamdc4,-1.003
Phpt1,-0.276
Ajm1,1.561
Rabl6,0.123
Fcnaos,-0.148
Ccdc183,0.0
Tmem141,0.728
Fcna,-3.051
Lcn8,0.0
Lcn5,0.0
Lcn6,0.0
Lcn10,0.0
Obp2a,0.0
A230005M16Rik,0.286
Bmyc,0.754
Obp2b,0.045
Lcn3,0.0
Lcn11,0.0
Gm13539,0.0
Gm13538,0.0
Glt6d1,0.0
Lcn9,0.0
Sohlh1,-0.706
Kcnt1,1.108
Camsap1,0.916
Ubac1,0.863
Nacc2,-0.548
Gm13554,0.02
Tmem250-ps,0.265
1810012K08Rik,0.215
Gm13553,0.0
Lhx3,0.009
Gm27196,0.063
Qsox2,-0.264
Ccdc187,0.107
Gpsm1,0.166
Dnlz,0.476
Card9,-1.37
Gm13562,0.0
Snapc4,0.103
Gm13563,0.069
Entr1,0.274
Pmpca,0.306
Inpp5e,0.12
Sec16a,-0.429
0610009E02Rik,-0.326
Gm13568,-0.565
Notch1,-4.207
Egfl7,-0.943
Agpat2,-0.887
Dipk1b,2.1
Snhg7os,-0.105
Lcn4,0.0
Abo,0.0
Surf6,0.346
Med22,0.415
Rpl7a,-0.151
Surf1,0.335
Surf2,0.508
Surf4,-0.582
Stkld1,0.628
Rexo4,-0.159
Adamts13,0.046
Cacfd1,0.864
Slc2a6,1.481
Gm13398,0.286
Mymk,0.163
Adamtsl2,0.163
Fam163b,1.406
Dbhos,1.06
Dbh,1.327
Sardh,-3.309
Sardhos,0.0
Vav2,0.156
AA645442,0.0
Brd3os,0.732
Brd3,-0.227
Wdr5,-0.153
Gm13421,-0.043
Rxra,-1.722
2810430I11Rik,-3.445
Col5a1,-5.357
Gm13372,0.0
Fcnb,0.0
Gm13371,0.0
F730016J06Rik,-0.247
Olfm1,1.717
Gm13373,0.286
Ppp1r26,0.287
1700007K13Rik,0.139
Mrps2,-0.001
Gbgt1,-0.207
Gm10134,-1.409
Ralgds,0.9
Cel,0.032
Gm13381,-0.057
Gtf3c5,-0.155
Gfi1b,0.0
Tsc1,0.24
Spaca9,-1.036
Ak8,0.846
Gtf3c4,0.229
Ddx31,0.168
Barhl1,-0.082
Cfap77,-1.049
Ttf1,-1.273
Gm13393,0.0
Setx,0.136
Ntng2,0.189
6530402F18Rik,-0.476
Med27,0.189
Gm13402,-0.054
Rapgef1,0.165
Gm13420,0.0
Gm13547,0.0
Trub2,0.017
Coq4,0.5
Slc27a4,1.023
Urm1,0.37
2600006K01Rik,0.736
Cercam,-0.761
Odf2,0.117
Gle1,-0.042
Sptan1,0.727
Wdr34,0.296
Set,0.041
Pkn3,-2.629
Zdhhc12,0.861
Zer1,0.511
Tbc1d13,0.449
Endog,0.26
Spout1,0.091
Kyat1,0.677
1700084E18Rik,-0.353
Lrrc8a,0.414
Phyhd1,-3.513
Dolk,-0.185
Nup188,-0.369
Gm14471,0.0
Sh3glb2,0.459
Miga2,0.591
Dolpp1,0.403
Crat,-0.003
Gm16323,0.0
Ptpa,0.305
Ier5l,-1.61
Gm14487,-0.084
Cstad,0.25
9330198N18Rik,-0.321
Gm14486,0.319
Gm14488,-0.555
1700001O22Rik,-1.566
4930527E20Rik,0.0
Ntmt1,0.321
Asb6,0.079
Prrx2,-2.425
Ptges,-3.491
Tor1b,-0.576
Tor1a,-0.033
BC005624,0.262
Usp20,1.264
Fnbp1,0.239
D330023K18Rik,-0.208
Gpr107,-0.364
Gm13405,0.0
Ncs1,1.75
Hmcn2,0.552
Ass1,1.159
Fubp3,-1.299
Gm13425,0.0
Prdm12,0.319
Exosc2,0.039
Gm13427,0.0
Abl1,-0.951
Qrfp,-0.236
Fibcd1,1.669
Gm13441,0.0
Lamc3,-2.319
Aif1l,-2.276
Gm13442,0.0
Nup214,-0.076
Gm13609,0.0
Fam78a,-1.792
Gm16534,0.0
Plpp7,0.622
Prrc2b,0.653
Gm13610,-0.073
Pomt1,-0.734
Uck1,0.162
Swi5,0.435
Golga2,0.148
Dnm1,1.618
Ciz1,-0.269
1110008P14Rik,1.63
Lcn2,-3.313
Ptges2,0.741
Slc25a25,0.242
Naif1,-0.465
Gm13412,0.0
Fam102a,-2.951
Dpm2,0.481
9430097D07Rik,1.277
Pip5kl1,1.434
St6galnac4,0.024
St6galnac6,0.291
Ak1,1.274
Eng,-4.068
Fpgs,-0.337
Cdk9,-0.179
Sh2d3c,-0.225
6330409D20Rik,2.058
Ttc16,-0.036
Tor2a,-1.707
Ptrh1,0.379
Cfap157,-0.138
Stxbp1,1.875
Gm13524,1.115
Gm13523,0.17
Fam129b,-0.546
Lrsam1,0.855
Rpl12,-0.345
Slc2a8,-0.357
Garnl3,1.409
Ralgps1,0.727
Gm13528,0.515
Angptl2,-3.729
Zbtb34,-0.441
Gm13536,0.0
Zbtb43,-0.636
Gm13530,0.649
Lmx1b,-2.998
C130021I20Rik,-3.565
9430024E24Rik,0.0
Mvb12b,-0.109
Nron,-0.19
Gm13403,-4.762
Gm13404,-0.814
C230014O12Rik,0.389
Gm38389,0.0
Pbx3,-0.373
C79798,0.0
Mapkap1,-0.319
Gapvd1,0.2
Hspa5,-1.064
Rabepk,0.152
Fbxw2,0.053
Gm34653,-0.452
Psmd5,0.309
Cutal,-0.312
Phf19,-2.163
Gm13448,-0.609
Traf1,-4.452
Hc,-1.398
Gm13449,0.0
AI182371,-0.781
Cntrl,-1.534
Rab14,0.042
Gm13605,0.0
Gsn,-2.079
Stom,0.037
4930568D16Rik,0.0
4930402F06Rik,0.0
Ggta1,-1.027
Gm35202,0.0
Gm13446,1.824
Dab2ip,0.613
Ttll11,1.512
9030204H09Rik,0.0
Ndufa8,0.473
Morn5,0.485
Lhx6,-2.11
Rbm18,0.26
Mrrf,0.227
Gm13429,0.219
Gm13431,0.34
Ptgs1,-1.228
Olfr338,0.0
Olfr339,0.0
Olfr340,0.0
Olfr341,0.0
Olfr342,0.0
Olfr344,0.0
Olfr345,0.0
Olfr346,0.0
Olfr347,0.0
Olfr348,0.0
Olfr50,0.0
Olfr3,0.0
Olfr350,0.0
Olfr351,0.0
Olfr352,0.0
Olfr353,0.0
Olfr354,0.0
Olfr355,0.0
Olfr356,0.0
Olfr357,0.0
Olfr358,0.0
Olfr360,0.0
Olfr361,0.0
Olfr362,0.0
Olfr364-ps1,0.0
Olfr365,-0.091
Olfr366,0.0
Olfr368,0.0
Pdcl,0.17
Rc3h2,0.215
Zbtb6,-0.1
Zbtb26,-0.213
Rabgap1,0.343
Strbp,1.516
Gpr21,0.155
Crb2,0.293
Dennd1a,-0.203
Gm13556,0.0
Lhx2,-1.283
Gm27197,0.0
Gm13584,0.0
Gm13589,0.233
Nek6,-3.17
Psmb7,0.572
Gm13587,0.0
Nr5a1,-0.193
Nr5a1os,0.0
Nr6a1,-0.767
Nr6a1os,-0.001
Olfml2a,-4.736
Gm13496,-1.703
Wdr38,-0.588
Rpl35,-0.258
Arpc5l,0.52
Golga1,-0.102
Scai,0.297
Ppp6c,-0.022
Lrp1b,1.462
Kynu,-1.347
Arhgap15,-2.103
Arhgap15os,-0.132
Gtdc1,-1.254
Zeb2,-2.277
Zeb2os,-1.901
Gm28643,0.0
Gm13479,-3.236
1700019E08Rik,0.0
Gm13465,0.0
Gm13467,0.0
Gm13470,-3.586
Gm13481,0.114
Acvr2a,-0.225
Orc4,-0.129
Mbd5,0.368
Epc2,-0.574
Kif5c,1.926
Lypd6b,-0.343
Gm13480,0.0
Lypd6,-0.074
Mmadhc,-0.102
Gm13483,0.653
Gm48908,0.443
Gm13485,0.0
Rnd3,-1.56
Gm28639,0.0
Gm13497,0.0
Gm13499,0.0
1700057H21Rik,0.0
Tas2r134,0.0
Gm13490,0.367
Rbm43,0.339
Nmi,-1.607
Tnfaip6,-5.456
Rif1,-1.229
Neb,-0.088
Gm13522,0.0
Arl5a,-0.146
A430018G15Rik,-0.495
Cacnb4,1.505
Stam2,-0.5
Fmnl2,-0.453
Prpf40a,-0.876
Arl6ip6,-1.082
Rprm,2.263
Galnt13,1.73
Gm14033,0.095
Kcnj3,1.688
Nr4a2,-2.863
BB557941,-1.3
4930555B11Rik,0.0
A930012O16Rik,-0.882
Gpd2,0.168
Gm33594,0.17
Galnt5,1.694
Ermn,-1.239
Cytip,-3.535
Gm13546,-0.197
Acvr1c,0.674
Gm13544,0.0
Acvr1,-0.323
Upp2,0.909
Gm13558,1.212
Ccdc148,0.339
Gm11099,0.0
Pkp4,-0.146
5330411J11Rik,0.426
Dapl1,0.339
Tanc1,-1.711
Wdsub1,-0.181
Baz2b,-0.313
Gm13572,1.39
Gm13620,-0.808
March7,-0.099
Cd302,-4.034
Ly75,-0.284
Gm13571,0.584
Gm13580,0.0
Pla2r1,-3.092
Gm13583,0.0
Itgb6,0.966
Rbms1,0.145
Gm13582,0.642
Tank,-0.607
Psmd14,0.435
Tbr1,0.101
Slc4a10,1.338
Dpp4,-3.735
Gm13561,-0.139
Gm13565,0.0
Gm13564,0.0
Gcg,-4.106
Fap,-4.819
Ifih1,-2.385
Gca,-0.932
Kcnh7,2.11
Gm13569,0.0
Fign,-4.093
Gm13575,-1.356
Grb14,-1.508
Cobll1,-4.383
Gm13594,-3.263
Slc38a11,-0.067
Scn3a,1.991
Gm13595,0.171
Scn2a,2.133
Csrnp3,1.998
Gm13619,0.129
Gm13617,0.0
Galnt3,-0.027
Gm28638,0.0
Ttc21b,0.215
Gm13618,0.0
Scn1a,1.583
Gm13630,0.691
Gm13629,0.451
Scn9a,1.602
Scn7a,-2.915
Gm13598,0.0
Xirp2,0.0
Gm13599,0.0
Gm21830,0.0
Gm13601,0.0
B3galt1,1.868
Gm26743,0.0
Stk39,1.271
Gm13596,0.591
Gm49462,0.0
Gm36002,0.0
4933409G03Rik,0.0
4932414N04Rik,0.0
Gm36231,0.0
Cers6,0.542
Nostrin,-4.043
Spc25,-3.614
G6pc2,0.0
Abcb11,0.0
Gm13613,0.066
Dhrs9,-0.783
Lrp2,-2.826
Bbs5,0.448
Klhl41,0.004
Fastkd1,0.698
Ppig,-0.206
Ccdc173,-0.861
Phospho2,0.32
Klhl23,0.246
Ssb,-0.079
Mettl5,0.127
Gm13625,0.14
Mettl5os,0.566
Ubr3,0.473
Gm13631,0.0
Myo3b,0.186
Sp5,0.106
Gad1os,0.15
Erich2os,-0.004
Erich2,0.778
Gad1,0.214
Gm26558,0.377
Gorasp2,-0.204
Tlk1,0.378
Gm13632,0.0
Mettl8,0.595
Dcaf17,-0.462
Cybrd1,-3.881
Dync1i2,0.546
Slc25a12,1.175
Hat1,-1.054
Metap1d,-0.682
Dlx1as,-1.264
Dlx1,-2.371
Dlx2,-2.633
Platr26,1.285
Gm13647,0.0
Itga6,-1.196
Gm13663,-0.328
Gm13662,0.0
Pdk1,0.146
Gm13746,0.0
Rapgef4,0.691
Rapgef4os1,0.0
Rapgef4os2,-0.082
Rapgef4os3,-0.119
Map3k20,-1.562
Cdca7,-4.033
8430437L04Rik,0.0
6430710C18Rik,0.0
Sp3,-0.884
Gm11084,0.0
Sp3os,-0.653
Ola1,0.853
Sp9,0.024
Cir1,0.063
Scrn3,0.265
Gpr155,0.208
Gm13703,-0.504
Gm13709,0.0
D230022J07Rik,-0.065
Gm13707,0.0
Wipf1,-3.249
Gm13708,0.0
Chrna1,0.495
Chrna1os,-0.033
Chn1os3,-0.862
Chn1,1.581
Chn1os1,0.0
Atf2,0.341
Atp5g3,0.871
A630050E04Rik,0.0
Gm28640,0.0
Gm13667,0.0
4930441J16Rik,0.0
Lnpk,0.691
4930445N08Rik,0.0
Evx2,0.0
Hoxd13,0.0
Hoxd12,0.0
Hoxd11,0.0
Hoxd10,-0.536
Gm14396,0.0
Gm28793,0.0
Hoxd9,-1.136
Hoxd3os1,0.041
Hoxd8,-1.602
Hoxd3,0.21
Hoxd4,0.35
Haglr,-0.014
Gm14424,-0.04
Gm14426,0.0
Hoxd1,-0.016
Mtx2,0.508
Gm13652,-0.357
